Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
CHEVROLET Silverado,5.3,8,Auto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,special purpose,6,15,18,17,3,No,536
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,pickup,6,14,19,16,3,No,555
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,pickup,6,14,19,16,3,No,556
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,pickup,6,15,19,16,3,No,545
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,pickup,6,15,19,17,3,No,526
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,pickup,6,16,20,18,3,No,506
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,special purpose,6,13,17,15,2,No,611
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,special purpose,6,15,17,16,3,No,555
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,pickup,6,14,19,16,3,No,555
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,pickup,6,14,19,16,3,No,556
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,pickup,6,15,19,16,3,No,545
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,pickup,6,15,19,17,3,No,526
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,pickup,6,16,20,18,3,No,506
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,special purpose,6,13,17,15,2,No,611
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,special purpose,6,15,17,16,3,No,555
CHEVROLET Silverado,5.3,8,Auto-6,2WD,Ethanol/Gas,CA,L3ULEV125,California LEV-III ULEV125,NGMXT05.3385,pickup,3,15-Nov,15/19,16-Dec,3,No,529/555
CHEVROLET Silverado,5.3,8,Auto-6,2WD,Ethanol/Gas,FA,T3B125,Federal Tier 3 Bin 125,NGMXT05.3385,pickup,3,15-Nov,15/19,16-Dec,3,No,529/555
CHEVROLET Silverado,5.3,8,Auto-6,4WD,Ethanol/Gas,CA,L3ULEV125,California LEV-III ULEV125,NGMXT05.3385,pickup,3,14-Nov,13/18,16-Dec,3,No,530/555
CHEVROLET Silverado,5.3,8,Auto-6,4WD,Ethanol/Gas,FA,T3B125,Federal Tier 3 Bin 125,NGMXT05.3385,pickup,3,14-Nov,13/18,16-Dec,3,No,530/555
CHEVROLET Silverado,5.3,8,Auto-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,pickup,6,16,21,18,3,No,502
CHEVROLET Silverado,5.3,8,Auto-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,pickup,6,16,21,18,3,No,505
CHEVROLET Silverado,5.3,8,Auto-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,special purpose,6,14,17,15,2,No,583
CHEVROLET Silverado,5.3,8,Auto-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,pickup,6,16,21,18,3,No,502
CHEVROLET Silverado,5.3,8,Auto-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,pickup,6,16,21,18,3,No,505
CHEVROLET Silverado,5.3,8,Auto-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,special purpose,6,14,17,15,2,No,583
CHEVROLET Silverado,5.3,8,Auto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,pickup,6,15,20,17,3,No,521
CHEVROLET Silverado,5.3,8,Auto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,pickup,6,15,20,17,3,No,522
CHEVROLET Silverado,5.3,8,Auto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,special purpose,6,14,17,15,2,No,589
CHEVROLET Silverado,5.3,8,Auto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,pickup,6,15,20,17,3,No,521
CHEVROLET Silverado,5.3,8,Auto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,pickup,6,15,20,17,3,No,522
CHEVROLET Silverado,5.3,8,Auto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,special purpose,6,14,17,15,2,No,589
CHEVROLET Silverado,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT06.2375,pickup,6,14,18,16,3,No,555
CHEVROLET Silverado,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT06.2375,pickup,6,14,19,16,3,No,555
CHEVROLET Silverado,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT06.2375,pickup,6,15,20,17,3,No,529
CHEVROLET Silverado,6.2,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT06.2375,pickup,6,14,18,16,3,No,555
CHEVROLET Silverado,6.2,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT06.2375,pickup,6,14,19,16,3,No,555
CHEVROLET Silverado,6.2,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT06.2375,pickup,6,15,20,17,3,No,529
CHEVROLET Silverado 4WD Mud Terrain Tire,2.7,4,Auto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT02.7100,pickup,6,16,18,17,3,No,522
CHEVROLET Silverado 4WD Mud Terrain Tire,2.7,4,Auto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT02.7100,pickup,6,16,18,17,3,No,522
CHEVROLET Silverado 4WD Mud Terrain Tire,3,6,Auto-10,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,NGMXT03.0351,pickup,3,20,23,21,4,No,479
CHEVROLET Silverado 4WD Mud Terrain Tire,3,6,Auto-10,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,NGMXT03.0351,pickup,3,20,23,21,4,No,479
CHEVROLET Silverado 4WD Mud Terrain Tire,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,pickup,6,13,17,15,2,No,593
CHEVROLET Silverado 4WD Mud Terrain Tire,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,pickup,6,14,17,15,2,No,581
CHEVROLET Silverado 4WD Mud Terrain Tire,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,pickup,6,14,17,15,2,No,585
CHEVROLET Silverado 4WD Mud Terrain Tire,5.3,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,pickup,6,13,17,15,2,No,593
CHEVROLET Silverado 4WD Mud Terrain Tire,5.3,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,pickup,6,14,17,15,2,No,581
CHEVROLET Silverado 4WD Mud Terrain Tire,5.3,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,pickup,6,14,17,15,2,No,585
CHEVROLET Silverado 4WD Mud Terrain Tire,5.3,8,Auto-6,4WD,Ethanol/Gas,CA,L3ULEV125,California LEV-III ULEV125,NGMXT05.3385,pickup,3,14-Oct,16-Dec,15-Nov,2,No,571/610
CHEVROLET Silverado 4WD Mud Terrain Tire,5.3,8,Auto-6,4WD,Ethanol/Gas,FA,T3B125,Federal Tier 3 Bin 125,NGMXT05.3385,pickup,3,14-Oct,16-Dec,15-Nov,2,No,571/610
CHEVROLET Silverado 4WD Mud Terrain Tire,5.3,8,Auto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,pickup,6,14,18,15,2,No,577
CHEVROLET Silverado 4WD Mud Terrain Tire,5.3,8,Auto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,pickup,6,14,18,15,2,No,577
CHEVROLET Silverado 4WD Mud Terrain Tire,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT06.2375,pickup,6,13,17,14,2,No,619
CHEVROLET Silverado 4WD Mud Terrain Tire,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT06.2375,pickup,6,14,18,16,3,No,566
CHEVROLET Silverado 4WD Mud Terrain Tire,6.2,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT06.2375,pickup,6,13,17,14,2,No,619
CHEVROLET Silverado 4WD Mud Terrain Tire,6.2,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT06.2375,pickup,6,14,18,16,3,No,566
CHEVROLET Silverado ZR2,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT06.2375,pickup,6,14,17,15,2,No,588
CHEVROLET Silverado ZR2,6.2,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT06.2375,pickup,6,14,17,15,2,No,588
CHEVROLET Spark,1.4,4,CVT,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NGMXV01.4050,small car,5,30,38,33,7,No,266
CHEVROLET Spark,1.4,4,CVT,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NGMXV01.4050,small car,5,30,38,33,7,No,266
CHEVROLET Spark,1.4,4,Man-5,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NGMXV01.4050,small car,5,29,38,33,7,No,273
CHEVROLET Spark,1.4,4,Man-5,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NGMXV01.4050,small car,5,29,38,33,7,No,273
CHEVROLET Spark Activ,1.4,4,CVT,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NGMXV01.4050,small car,5,30,37,33,7,No,266
CHEVROLET Spark Activ,1.4,4,CVT,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NGMXV01.4050,small car,5,30,37,33,7,No,266
CHEVROLET Spark Activ,1.4,4,Man-5,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NGMXV01.4050,small car,5,29,37,32,7,No,278
CHEVROLET Spark Activ,1.4,4,Man-5,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NGMXV01.4050,small car,5,29,37,32,7,No,278
CHEVROLET Suburban,3,6,Auto-10,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,NGMXT03.0353,standard SUV,3,21,27,23,4,No,442
CHEVROLET Suburban,3,6,Auto-10,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,NGMXT03.0353,standard SUV,3,21,27,23,4,No,442
CHEVROLET Suburban,3,6,Auto-10,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,NGMXT03.0353,standard SUV,3,20,26,22,4,No,462
CHEVROLET Suburban,3,6,Auto-10,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,NGMXT03.0353,standard SUV,3,20,26,22,4,No,462
CHEVROLET Suburban,5.3,8,Auto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,standard SUV,6,15,20,17,3,No,527
CHEVROLET Suburban,5.3,8,Auto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,standard SUV,6,15,20,17,3,No,534
CHEVROLET Suburban,5.3,8,Auto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,standard SUV,6,15,20,17,3,No,527
CHEVROLET Suburban,5.3,8,Auto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,standard SUV,6,15,20,17,3,No,534
CHEVROLET Suburban,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,standard SUV,6,14,19,16,3,No,569
CHEVROLET Suburban,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,standard SUV,6,15,19,16,3,No,554
CHEVROLET Suburban,5.3,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,standard SUV,6,14,19,16,3,No,569
CHEVROLET Suburban,5.3,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,standard SUV,6,15,19,16,3,No,554
CHEVROLET Suburban,6.2,8,Auto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT06.2375,standard SUV,6,14,20,16,3,No,542
CHEVROLET Suburban,6.2,8,Auto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT06.2375,standard SUV,6,14,20,16,3,No,547
CHEVROLET Suburban,6.2,8,Auto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT06.2375,standard SUV,6,14,20,16,3,No,542
CHEVROLET Suburban,6.2,8,Auto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT06.2375,standard SUV,6,14,20,16,3,No,547
CHEVROLET Suburban,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT06.2375,standard SUV,6,14,19,16,3,No,555
CHEVROLET Suburban,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT06.2375,standard SUV,6,14,19,16,3,No,568
CHEVROLET Suburban,6.2,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT06.2375,standard SUV,6,14,19,16,3,No,555
CHEVROLET Suburban,6.2,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT06.2375,standard SUV,6,14,19,16,3,No,568
CHEVROLET Tahoe,3,6,Auto-10,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,NGMXT03.0353,standard SUV,3,21,28,24,4,No,425
CHEVROLET Tahoe,3,6,Auto-10,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,NGMXT03.0353,standard SUV,3,21,28,24,4,No,425
CHEVROLET Tahoe,3,6,Auto-10,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,NGMXT03.0353,standard SUV,3,20,26,22,4,No,462
CHEVROLET Tahoe,3,6,Auto-10,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,NGMXT03.0353,standard SUV,3,20,26,22,4,No,462
CHEVROLET Tahoe,5.3,8,Auto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,standard SUV,6,15,20,17,3,No,527
CHEVROLET Tahoe,5.3,8,Auto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,standard SUV,6,15,20,17,3,No,534
CHEVROLET Tahoe,5.3,8,Auto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,standard SUV,6,15,20,17,3,No,527
CHEVROLET Tahoe,5.3,8,Auto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,standard SUV,6,15,20,17,3,No,534
CHEVROLET Tahoe,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,standard SUV,6,14,19,16,3,No,556
CHEVROLET Tahoe,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,standard SUV,6,15,20,17,3,No,527
CHEVROLET Tahoe,5.3,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,standard SUV,6,14,19,16,3,No,556
CHEVROLET Tahoe,5.3,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,standard SUV,6,15,20,17,3,No,527
CHEVROLET Tahoe,6.2,8,Auto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT06.2375,standard SUV,6,14,20,16,3,No,542
CHEVROLET Tahoe,6.2,8,Auto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT06.2375,standard SUV,6,14,20,16,3,No,547
CHEVROLET Tahoe,6.2,8,Auto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT06.2375,standard SUV,6,14,20,16,3,No,542
CHEVROLET Tahoe,6.2,8,Auto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT06.2375,standard SUV,6,14,20,16,3,No,547
CHEVROLET Tahoe,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT06.2375,standard SUV,6,14,19,16,3,No,555
CHEVROLET Tahoe,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT06.2375,standard SUV,6,14,19,16,3,No,568
CHEVROLET Tahoe,6.2,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT06.2375,standard SUV,6,14,19,16,3,No,555
CHEVROLET Tahoe,6.2,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT06.2375,standard SUV,6,14,19,16,3,No,568
CHEVROLET Trailblazer,1.2,3,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXV01.3545,small SUV,7,29,31,30,6,No,296
CHEVROLET Trailblazer,1.2,3,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXV01.3545,small SUV,7,29,31,30,6,No,296
CHEVROLET Trailblazer,1.3,3,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXV01.3545,small SUV,7,26,30,28,6,No,313
CHEVROLET Trailblazer,1.3,3,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXV01.3545,small SUV,7,26,30,28,6,No,313
CHEVROLET Trailblazer,1.3,3,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXV01.3545,small SUV,7,29,33,31,7,Yes,289
CHEVROLET Trailblazer,1.3,3,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXV01.3545,small SUV,7,29,33,31,7,Yes,289
CHEVROLET Traverse,3.6,6,Auto-9,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT03.6151,standard SUV,6,18,27,21,4,No,417
CHEVROLET Traverse,3.6,6,Auto-9,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT03.6151,standard SUV,6,18,27,21,4,No,417
CHEVROLET Traverse,3.6,6,Auto-9,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT03.6151,standard SUV,6,17,25,20,4,No,448
CHEVROLET Traverse,3.6,6,Auto-9,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT03.6151,standard SUV,6,17,25,20,4,No,448
CHEVROLET Trax,1.4,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXV01.4001,small SUV,7,24,32,27,6,No,329
CHEVROLET Trax,1.4,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXV01.4001,small SUV,7,24,32,27,6,No,329
CHEVROLET Trax,1.4,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXV01.4001,small SUV,7,23,30,26,5,No,342
CHEVROLET Trax,1.4,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXV01.4001,small SUV,7,23,30,26,5,No,342
CHRYSLER 300,3.6,6,Auto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NCRXV03.65P3,large car,5,19,30,23,5,No,389
CHRYSLER 300,3.6,6,Auto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NCRXV03.65P3,large car,5,19,30,23,5,No,389
CHRYSLER 300,3.6,6,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NCRXV03.65P3,large car,5,18,27,21,4,No,415
CHRYSLER 300,3.6,6,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NCRXV03.65P3,large car,5,18,27,21,4,No,415
CHRYSLER 300,5.7,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NCRXV05.75P3,large car,3,16,25,19,4,No,466
CHRYSLER 300,5.7,8,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NCRXV05.75P3,large car,3,16,25,19,4,No,466
CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NCRXT03.65P8,minivan,5,19,28,22,5,No,401
CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NCRXT03.65P8,minivan,5,19,28,22,5,No,401
CHRYSLER Pacifica,3.6,6,Auto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NCRXT03.65P8,minivan,5,17,25,20,4,No,450
CHRYSLER Pacifica,3.6,6,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NCRXT03.65P8,minivan,5,17,25,20,4,No,450
CHRYSLER Pacifica Hybrid,3.6,6,CVT,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NCRXT03.65P6,minivan,7,29/87,30/77,30/82,10,Yes,119
CHRYSLER Pacifica Hybrid,3.6,6,CVT,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NCRXT03.65P6,minivan,7,29/87,30/77,30/82,10,Yes,119
CHRYSLER Voyager,3.6,6,Auto-9,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NCRXT03.65P8,minivan,5,19,28,22,5,No,401
CHRYSLER Voyager,3.6,6,Auto-9,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NCRXT03.65P8,minivan,5,19,28,22,5,No,401
DODGE Challenger,3.6,6,Auto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NCRXV03.65P3,midsize car,5,19,30,23,5,No,389
DODGE Challenger,3.6,6,Auto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NCRXV03.65P3,midsize car,5,19,30,23,5,No,389
DODGE Challenger,3.6,6,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NCRXV03.65P3,midsize car,5,18,27,21,4,No,415
DODGE Challenger,3.6,6,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NCRXV03.65P3,midsize car,5,18,27,21,4,No,415
DODGE Challenger,5.7,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NCRXV05.75P3,midsize car,3,16,25,19,4,No,466
DODGE Challenger,5.7,8,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NCRXV05.75P3,midsize car,3,16,25,19,4,No,466
DODGE Challenger,5.7,8,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,NCRXV05.75P4,midsize car,1,15,23,18,3,No,494
DODGE Challenger,5.7,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NCRXV05.75P4,midsize car,1,15,23,18,3,No,494
DODGE Challenger,6.4,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NCRXV06.4FP0,midsize car,1,15,24,18,3,No,495
DODGE Challenger,6.4,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NCRXV06.4FP0,midsize car,1,14,23,17,3,No,523
DODGE Challenger SRT,6.2,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NCRXV06.2FP0,midsize car,1,13,22,16,3,No,546
DODGE Challenger SRT,6.2,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NCRXV06.2FP0,midsize car,1,13,21,16,3,No,567
DODGE Challenger SRT Widebody,6.2,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NCRXV06.2FP0,midsize car,1,13,21,15,2,No,572
DODGE Challenger SRT Widebody,6.2,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NCRXV06.2FP0,midsize car,1,13,21,16,3,No,567
DODGE Challenger Widebody,6.4,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NCRXV06.4FP0,midsize car,1,15,24,18,3,No,495
DODGE Challenger Widebody,6.4,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NCRXV06.4FP0,midsize car,1,14,23,17,3,No,523
DODGE Charger,3.6,6,Auto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NCRXV03.65P3,large car,5,19,30,23,5,No,389
DODGE Charger,3.6,6,Auto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NCRXV03.65P3,large car,5,19,30,23,5,No,389
DODGE Charger,3.6,6,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NCRXV03.65P3,large car,5,18,27,21,4,No,415
DODGE Charger,3.6,6,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NCRXV03.65P3,large car,5,18,27,21,4,No,415
DODGE Charger,5.7,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NCRXV05.75P3,large car,3,16,25,19,4,No,466
DODGE Charger,5.7,8,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NCRXV05.75P3,large car,3,16,25,19,4,No,466
DODGE Charger,6.4,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NCRXV06.4FP0,large car,1,15,24,18,3,No,495
DODGE Charger SRT Widebody,6.2,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NCRXV06.2FP0,large car,1,12,21,15,2,No,592
